	ElementName	DataType	Size	Required	ElementDescription	ValueRange	Notes	Aliases
1764	rt_15	Integer		Recommended	Engaging in unprotected sex. (H/S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1765	rt_16	Integer		Recommended	Revealing a friend's secret to someone else. (E)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1766	rt_17	Integer		Recommended	Driving a car without wearing a seat belt. (H/S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1767	rt_18	Integer		Recommended	Investing 10% of your annual income in a new business venture. (F/I)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1768	rt_19	Integer		Recommended	Taking a skydiving class. (R)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1769	rt_20	Integer		Recommended	Riding a motorcycle without a helmet. (H/S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1770	rt_21	Integer		Recommended	Choosing a career that you truly enjoy over a more secure one. (S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1771	rt_22	Integer		Recommended	Speaking your mind about an unpopular issue in a meeting at work. (S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1772	rt_23	Integer		Recommended	Sunbathing without sunscreen. (H/S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1773	rt_24	Integer		Recommended	Bungee jumping off a tall bridge.  (R)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1774	rt_25	Integer		Recommended	Piloting a small plane. (R)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1775	rt_26	Integer		Recommended	Walking home alone at night in an unsafe area of town. (H/S)	1::7	1 = Extremely Unlikely; 2 = Moderately Unlikely; 3 = Somewhat Unlikely; 4 = Not Sure; 5 = Somewhat Likely; 6 = Moderately Likely; 7 = Extremely Likely	
1780	rp_1	Integer		Recommended	Admitting that your tastes are different from those of a friend. (S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1781	rp_2	Integer		Recommended	Going camping in the wilderness. (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1782	rp_3	Integer		Recommended	Betting a day's income at the horse races. (F/G)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1783	rp_4	Integer		Recommended	Investing 10% of your annual income in a moderate growth diversified fund. (F/I)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1784	rp_5	Integer		Recommended	Drinking heavily at a social function. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1785	rp_6	Integer		Recommended	Taking some questionable deductions on your income tax return. (E)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1786	rp_7	Integer		Recommended	Disagreeing with an authority figure on a major issue. (S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1787	rp_8	Integer		Recommended	Betting a day's income at a high-stake poker game. (F/G)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1788	rp_9	Integer		Recommended	Having an affair with a married man/woman. (E)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1789	rp_10	Integer		Recommended	Passing off somebody else's work as your own. (E)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1790	rp_11	Integer		Recommended	Going down a ski run that is beyond your ability. (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1791	rp_12	Integer		Recommended	Investing 5% of your annual income in a very speculative stock. (F/I)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1792	rp_13	Integer		Recommended	Going whitewater rafting at high water in the spring. (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1793	rp_14	Integer		Recommended	Betting a day's income on the outcome of a sporting event  (F/G)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1794	rp_15	Integer		Recommended	Engaging in unprotected sex. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1795	rp_16	Integer		Recommended	Revealing a friend's secret to someone else. (E)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1796	rp_17	Integer		Recommended	Driving a car without wearing a seat belt. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1797	rp_18	Integer		Recommended	Investing 10% of your annual income in a new business venture. (F/I)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1798	rp_19	Integer		Recommended	Taking a skydiving class. (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1799	rp_20	Integer		Recommended	Riding a motorcycle without a helmet. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1800	rp_21	Integer		Recommended	Choosing a career that you truly enjoy over a more secure one. (S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1801	rp_22	Integer		Recommended	Speaking your mind about an unpopular issue in a meeting at work. (S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1802	rp_23	Integer		Recommended	Sunbathing without sunscreen. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1803	rp_24	Integer		Recommended	Bungee jumping off a tall bridge.  (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1804	rp_25	Integer		Recommended	Piloting a small plane. (R)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1805	rp_26	Integer		Recommended	Walking home alone at night in an unsafe area of town. (H/S)	1::7	1 = Not at all Risky; 2 = Slightly Risky; 3 = Somewhat Risky; 4 = Moderately Risky; 5 = Risky; 6 = Very Risky; 7 = Extremely Risky	
1840	rt_ethical_sum	Integer		Recommended	Risk Taking - ethical domain			
1841	rt_financial_sum	Integer		Recommended	Risk Taking - financial domain			
1842	rt_health_sum	Integer		Recommended	Risk Taking - health domain			
1843	rt_recreational_sum	Integer		Recommended	Risk Taking - recreational domain			
1844	rt_social_sum	Integer		Recommended	Risk Taking - social domain			
1845	rp_ethical_sum	Integer		Recommended	Risk Perception - ethical domain			
1846	rp_financial_sum	Integer		Recommended	Risk Perception - financial domain			
1847	rp_health_sum	Integer		Recommended	Risk Perception - health domain			
1848	rp_recreational_sum	Integer		Recommended	Risk Perception - recreational domain			
1849	rp_social_sum	Integer		Recommended	Risk Perception - social domain			
1971	rp_7point_36	Integer		Recommended	Starting a new career in your mid-thirties. (S)	1::7	1=Not at all Risky; 7=Extremely Risky	
1972	rp_7point_37	Integer		Recommended	Leaving your young children alone at home while running an errand. (E)	1::7	1=Not at all Risky; 7=Extremely Risky	
1973	rp_7point_38	Integer		Recommended	Not returning a wallet you found that contains $200. (E)	1::7	1=Not at all Risky; 7=Extremely Risky	
1974	rp_7point_26	Integer		Recommended	Downloading proprietary software from the Internet.	1::7	1=Not at all Risky; 7=Extremely Risky	
1975	rp_7point_27	Integer		Recommended	Reporting a neighbor or friend for some illegal activity.	1::7	1=Not at all Risky; 7=Extremely Risky	
1976	rp_7point_24	Integer		Recommended	Gambling a week of income at a casino.	1::7	1=Not at all Risky; 7=Extremely Risky	
1977	rt_7point_4	Integer		Recommended	Swimming far out from shore on an unguarded lake or ocean.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1978	rp_7point_12	Integer		Recommended	Going on vacation to a third-world country.	1::7	1=Not at all Risky; 7=Extremely Risky	
1979	rp_7point_13	Integer		Recommended	Arguing with a friend who has a different opinion on an issue.	1::7	1=Not at all Risky; 7=Extremely Risky	
1980	rp_7point_4	Integer		Recommended	Swimming far out from shore on an unguarded lake or ocean.	1::7	1=Not at all Risky; 7=Extremely Risky	
1981	rt_7point_38	Integer		Recommended	Not returning a wallet you found that contains $200. (E)	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1982	rt_7point_33	Integer		Recommended	Eating high cholesterol foods.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1983	rt_7point_34	Integer		Recommended	Driving while taking medication that may make you drowsy	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1984	rt_7point_35	Integer		Recommended	Moving to a city far away from your extended family. (S)	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1985	rt_7point_36	Integer		Recommended	Starting a new career in your mid-thirties. (S)	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1986	rt_7point_37	Integer		Recommended	Leaving your young children alone at home while running an errand. (E)	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1987	rt_7point_27	Integer		Recommended	Reporting a neighbor or friend for some illegal activity.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1988	rt_7point_12	Integer		Recommended	Going on vacation to a third-world country.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1989	rt_7point_13	Integer		Recommended	Arguing with a friend who has a different opinion on an issue.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1990	rb_7point_26	Integer		Recommended	Downloading proprietary software from the Internet.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1991	dospert_risktake_score	Float		Recommended	DOSPERT Risk Behaviors Subscale Score			
1992	rb_7point_24	Integer		Recommended	Gambling a week of income at a casino.	1::7	1=Extremely Unlikely; 7=Extremely Likely	
1993	dospert_riskperc_score	Float		Recommended	DOSPERT Risk Perceptions Subscale Score			
1994	dospert_p1_16_perc	Integer		Recommended	Approaching your boss for a raise.	1::7	1=Not at all Risky; 7=Extremely Risky	
1995	dospert_p1_19_perc	Integer		Recommended	Investing 5% of your annual income in a dependable and conservative stock.	1::7	1=Not at all Risky; 7=Extremely Risky	
1996	rp_7point_33	Integer		Recommended	Eating high cholesterol foods.	1::7	1=Not at all Risky; 7=Extremely Risky	
1997	rp_7point_34	Integer		Recommended	Driving while taking medication that may make you drowsy	1::7	1=Not at all Risky; 7=Extremely Risky	
1998	rp_7point_35	Integer		Recommended	Moving to a city far away from your extended family. (S)	1::7	1=Not at all Risky; 7=Extremely Risky	
1999	subjectkey	GUID		Required	The NDAR Global Unique Identifier (GUID) for research subject	NDAR*		
2000	src_subject_id	String	20.0	Required	Subject ID how it's defined in lab/project			
2001	interview_date	Date		Required	Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY			visit_date
2002	interview_age	Integer		Required	Age in months at the time of the interview/test/sampling/imaging.	0::1440	"Age is rounded to chronological month. If the research participant is 15-days-old at time of interview	 the appropriate value would be 0 months. If the participant is 16-days-old	 the value would be 1 month."	
2003	sex	String	20.0	Required	Sex of subject at birth	M;F; O; NR	M = Male; F = Female; O=Other; NR = Not reported	gender
2006	ecr_3	Integer		Recommended	It helps to turn to this person in times of need. Partner	1::7; 9999	1=Strongly agree; 7=Strongly disagree;	"10242	10242_r	17132	ecr_q29	ecrr_30av_r"
2011	ecr_8	Integer		Recommended	I usually discuss my problems and concerns with this person. Partner	1::7; 9999	1=Strongly agree; 7=Strongly disagree;	"10236	10236_r	17126	ecrr_29av_r"
2026	ecr_23	Integer		Recommended	I don't feel comfortable opening up to this person. Partner	1::7; 9999	1=Strongly disagree; 7=Strongly agree	"10218	17108	ecrr_24av"
2032	ecr_29	Integer		Recommended	I prefer not to show this person how I feel deep down. Friend	1::7	1=Strongly disagree; 7=Strongly agree	
2044	ecr_41	Integer		Recommended	I worry that this person won't care about me as much as I care about him or her. Mother	1::7	1=Strongly disagree; 7=Strongly agree	
2065	ecrr_6anx	Integer		Recommended	I often wish that my partner's feelings for me were as strong as my feelings for him or her.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10219	17109"
2066	ecrr_7anx	Integer		Recommended	I worry a lot about my relationships.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10213	17103"
2071	ecrr_12anx_r	Integer		Recommended	I do not often worry about being abandoned.	1::7; 9999	"1=Strongly agree	 2=Agree	 3=Somewhat agree	 4=Neutral	 5=Somewhat disagree	 6=Disagree	 7=Strongly disagree"	"10231	10231_r	17121"
2072	ecrr_13anx	Integer		Recommended	I find that my partner(s) don't want to get as close as I would like.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10235	17125"
2074	ecrr_15anx	Integer		Recommended	My desire to be very close sometimes scares people away.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10225	17115"
2079	ecrr_21av_r	Integer		Recommended	I feel comfortable sharing my private thoughts and feelings with my partner.	1::7; 9999	"1=Strongly agree	 2=Agree	 3=Somewhat agree	 4=Neutral	 5=Somewhat disagree	 6=Disagree	 7=Strongly disagree"	"10224	10224_r	17114"
2080	ecrr_22av	Integer		Recommended	I find it difficult to allow myself to depend on romantic partners.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10230	17120"
2081	ecrr_23av_r	Integer		Recommended	I am very comfortable being close to romantic partners.	1::7; 9999	"1=Strongly agree	 2=Agree	 3=Somewhat agree	 4=Neutral	 5=Somewhat disagree	 6=Disagree	 7=Strongly disagree"	"10212	10212_r	17102"
2082	ecrr_25av	Integer		Recommended	I prefer not to be too close to romantic partners.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10232	17122"
2083	ecrr_26av	Integer		Recommended	I get uncomfortable when a romantic partner wants to be very close.	1::7; 9999	"1=Strongly disagree	 2=Disagree	 3=Somewhat disagree	 4=Neutral	 5=Somewhat agree	 6=Agree	 7=Strongly agree"	"10216	17106"
2084	ecrr_27av_r	Integer		Recommended	I find it relatively easy to get close to my partner.	1::7; 9999	"1=Strongly agree	 2=Agree	 3=Somewhat agree	 4=Neutral	 5=Somewhat disagree	 6=Disagree	 7=Strongly disagree"	"10228	10228_r	17118"
